source_json,input_image,image_index,product_index,old_reference,gpt5_reference,reference_applied,size_csv,size_gpt5,price_csv,price_gpt5,confidence_reference,alignment_score,accepted,evidence,warnings
PHOTO-2026-06-08-16-33-14 3.json,input_images\PHOTO-2026-06-08-16-33-14 3.jpg,1,1,,3080,3080,,,2.3,230 dh,0.95,100.0,Oui,Encadré rouge en haut à droite: '3080' au-dessus de '230 dh',"[""Plusieurs vases visibles mais une seule référence lisible."", ""Aucune taille indiquée sur l'image.""]"
PHOTO-2026-06-08-16-33-14 5.json,input_images\PHOTO-2026-06-08-16-33-14 5.jpg,1,1,n/a,3076/77,3076/77,,,195.0,195 dh,0.99,100.0,Oui,étiquette rouge en haut à droite,"[""Deux vases visibles mais une seule référence et un seul prix affichés."", ""Aucune taille indiquée sur l’image.""]"
PHOTO-2026-06-08-16-33-14.json,input_images\PHOTO-2026-06-08-16-33-14.jpg,1,1,,3119/20/21,3119/20/21,,,0.0,430 dh.,0.98,100.0,Oui,Encadré rouge en haut-centre : « 3119/20/21 »,"[""Plusieurs vases visibles mais une seule référence groupée affichée; tailles non précisées."", ""Impossible de déterminer si le prix concerne chaque vase ou l'ensemble; prix repris tel que visible.""]"
PHOTO-2026-06-08-16-40-33 2.json,input_images\PHOTO-2026-06-08-16-40-33 2.jpg,1,1,,3901,3901,,,95.0,95 dh,0.99,100.0,Oui,Cartouche rouge en haut à droite : '3901' au-dessus de '95 dh'.,[]
PHOTO-2026-06-08-16-40-35 2.json,input_images\PHOTO-2026-06-08-16-40-35 2.jpg,1,2,2549/3-2,2549/3-2,2549/3-2,,,165.0,165 dh,0.99,125.0,Oui,étiquette rouge au-dessus du produit central,[]
PHOTO-2026-06-08-16-40-35 2.json,input_images\PHOTO-2026-06-08-16-40-35 2.jpg,1,3,2549/3-3,2549/3-3,2549/3-3,,,195.0,195 dh,0.99,115.0,Oui,étiquette rouge au-dessus du produit gauche,[]
PHOTO-2026-06-08-16-40-35 2.json,input_images\PHOTO-2026-06-08-16-40-35 2.jpg,1,1,2549/3-1,2549/3-1,2549/3-1,,,135.0,135 dh,0.99,115.0,Oui,étiquette rouge au-dessus du produit droit,[]
PHOTO-2026-06-08-16-40-35 4.json,input_images\PHOTO-2026-06-08-16-40-35 4.jpg,1,1,,2777,2777,,,185.0,185 dh,0.95,100.0,Oui,Étiquette orange en haut à droite : '2777' au-dessus de '185 dh'.,[]
PHOTO-2026-06-08-16-40-35.json,input_images\PHOTO-2026-06-08-16-40-35.jpg,1,1,,3900,3900,,,85.0,85 dh,0.7,100.0,Oui,"Étiquette rouge en haut à droite : ""3900"" au-dessus de ""85 dh"".","[""Aucune taille visible."", ""\""3900\"" interprété comme référence car le prix explicite \""85 dh\"" est indiqué en dessous.""]"
PHOTO-2026-06-08-16-40-36 2.json,input_images\PHOTO-2026-06-08-16-40-36 2.jpg,1,1,,2742,2742,,,105.0,105 dh,0.98,100.0,Oui,Étiquette rouge en haut à droite : '2742' au-dessus de '105 dh'.,[]
PHOTO-2026-06-08-16-40-36 3.json,input_images\PHOTO-2026-06-08-16-40-36 3.jpg,1,1,,2765/66,2765/66,,,90.0,90 dh,0.99,100.0,Oui,Encadré orange en haut à droite,"[""Deux figurines visibles mais une seule référence/prix affichés."", ""Aucune taille indiquée sur l’image.""]"
PHOTO-2026-06-08-16-40-36 4.json,input_images\PHOTO-2026-06-08-16-40-36 4.jpg,1,1,,2765/66,2765/66,,,9.0,90 dh,0.97,20.0,Oui,Étiquette orange en haut à droite affichant '2765/66' au-dessus de '90 dh'.,"[""Deux objets de tailles différentes sont visibles mais aucune taille n’est indiquée; une seule référence et un seul prix lisibles.""]"
PHOTO-2026-06-08-16-40-36 4.json,input_images\PHOTO-2026-06-08-16-40-36 4.jpg,1,2,,,,,,9.0,,,,Non,,"[""Deux objets de tailles différentes sont visibles mais aucune taille n’est indiquée; une seule référence et un seul prix lisibles."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-36.json,input_images\PHOTO-2026-06-08-16-40-36.jpg,1,3,2549/3-1,2549/3-1,2549/3-1,,,135.0,135 dh,0.99,125.0,Oui,étiquette rouge au-dessus du modèle droit,[]
PHOTO-2026-06-08-16-40-36.json,input_images\PHOTO-2026-06-08-16-40-36.jpg,1,2,2549/3-2,2549/3-2,2549/3-2,,,165.0,165 dh,0.99,125.0,Oui,étiquette rouge au-dessus du modèle central,[]
PHOTO-2026-06-08-16-40-36.json,input_images\PHOTO-2026-06-08-16-40-36.jpg,1,1,2549/3-3,2549/3-3,2549/3-3,,,195.0,195 dh,0.99,125.0,Oui,étiquette rouge au-dessus du modèle gauche,[]
PHOTO-2026-06-08-16-40-37 2.json,input_images\PHOTO-2026-06-08-16-40-37 2.jpg,1,1,,2740,2740,,,105.0,105 dh,0.95,100.0,Oui,Bloc rouge en haut à droite : “2740” au-dessus de “105 dh”,[]
PHOTO-2026-06-08-16-40-37 4.json,input_images\PHOTO-2026-06-08-16-40-37 4.jpg,1,1,,2750,,,,75.0,75 dh,0.62,100.0,Non,Étiquette rouge en haut à droite : nombre '2750' au-dessus de '75 dh',[]
PHOTO-2026-06-08-16-40-37.json,input_images\PHOTO-2026-06-08-16-40-37.jpg,1,1,,2811,2811,,,220.0,220 dh,0.98,100.0,Oui,étiquette rouge en bas à gauche,"[""Aucune taille visible.""]"
PHOTO-2026-06-08-16-40-38 2.json,input_images\PHOTO-2026-06-08-16-40-38 2.jpg,1,1,,2780,2780,,,320.0,320 dh,0.85,100.0,Oui,Étiquette orange en haut à droite : “2780” au-dessus de “320 dh”,"[""Aucune taille visible sur l’image.""]"
PHOTO-2026-06-08-16-40-38 3.json,input_images\PHOTO-2026-06-08-16-40-38 3.jpg,1,1,,2780,2780,,,32.0,320 dh,0.95,100.0,Oui,Pastille orange en haut à droite affichant «2780» au-dessus de «320 dh».,[]
PHOTO-2026-06-08-16-40-38 4.json,input_images\PHOTO-2026-06-08-16-40-38 4.jpg,1,1,,2780,2780,,,320.0,320 dh,0.9,100.0,Oui,étiquette orange en haut à droite,[]
PHOTO-2026-06-08-16-40-38.json,input_images\PHOTO-2026-06-08-16-40-38.jpg,1,1,,2785,2785,,,,520 dh,0.96,20.0,Oui,Étiquette orange en haut à droite «2785 520 dh»,"[""Aucune taille lisible sur l’image."", ""Une petite étiquette blanche près des objets est illisible.""]"
PHOTO-2026-06-08-16-40-38.json,input_images\PHOTO-2026-06-08-16-40-38.jpg,1,2,,,,,,,,,,Non,,"[""Aucune taille lisible sur l’image."", ""Une petite étiquette blanche près des objets est illisible."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-39 3.json,input_images\PHOTO-2026-06-08-16-40-39 3.jpg,1,1,,2786,2786,,,350.0,350 dh,0.99,100.0,Oui,Étiquette orange en haut à droite : '2786' au-dessus de '350 dh',[]
PHOTO-2026-06-08-16-40-39 5.json,input_images\PHOTO-2026-06-08-16-40-39 5.jpg,1,1,,2569,2569,,,,295 dh,0.99,100.0,Oui,étiquette rouge en haut à droite,[]
PHOTO-2026-06-08-16-40-40 2.json,input_images\PHOTO-2026-06-08-16-40-40 2.jpg,1,3,2549/3-1,2549/3-1,2549/3-1,,,135.0,135 dh,0.99,125.0,Oui,"Étiquette rouge au-dessus du modèle droite : ""2549/3-1 135 dh""",[]
PHOTO-2026-06-08-16-40-40 2.json,input_images\PHOTO-2026-06-08-16-40-40 2.jpg,1,2,2549/3-2,2549/3-2,2549/3-2,,,165.0,165 dh,0.99,125.0,Oui,"Étiquette rouge au-dessus du modèle centre : ""2549/3-2 165 dh""",[]
PHOTO-2026-06-08-16-40-40 2.json,input_images\PHOTO-2026-06-08-16-40-40 2.jpg,1,1,2549/3-3,2549/3-3,2549/3-3,,,195.0,195 dh,0.99,125.0,Oui,"Étiquette rouge au-dessus du modèle gauche : ""2549/3-3 195 dh""",[]
PHOTO-2026-06-08-16-40-40.json,input_images\PHOTO-2026-06-08-16-40-40.jpg,1,3,2549/3-1,2549/3-1,2549/3-1,,,135.0,135 dh,0.99,125.0,Oui,"étiquette rouge au-dessus du produit droit : ""2549/3-1 135 dh""",[]
PHOTO-2026-06-08-16-40-40.json,input_images\PHOTO-2026-06-08-16-40-40.jpg,1,2,2549/3-2,2549/3-2,2549/3-2,,,165.0,165 dh,0.99,125.0,Oui,"étiquette rouge au-dessus du produit central : ""2549/3-2 165 dh""",[]
PHOTO-2026-06-08-16-40-40.json,input_images\PHOTO-2026-06-08-16-40-40.jpg,1,1,2549/3-3,2549/3-3,2549/3-3,,,195.0,195 dh,0.99,125.0,Oui,"étiquette rouge au-dessus du produit gauche : ""2549/3-3 195 dh""",[]
PHOTO-2026-06-08-16-40-41 4.json,input_images\PHOTO-2026-06-08-16-40-41 4.jpg,1,1,,2746,2746,,,65.0,65 dh,0.98,100.0,Oui,encadré rouge en haut à droite avec '2746' au-dessus de '65 dh',[]
PHOTO-2026-06-08-16-40-41 5.json,input_images\PHOTO-2026-06-08-16-40-41 5.jpg,1,1,,2749,2749,,,45.0,45 dh,0.96,100.0,Oui,Étiquette rouge en haut à droite : '2749' au-dessus de '45 dh'.,"[""Aucune taille lisible sur l'image.""]"
PHOTO-2026-06-08-16-40-41 6.json,input_images\PHOTO-2026-06-08-16-40-41 6.jpg,1,1,,2747,2747,,,45.0,45 dh,0.99,100.0,Oui,"Encadré rouge en haut à droite : ""2747 45 dh"".",[]
PHOTO-2026-06-08-16-40-41.json,input_images\PHOTO-2026-06-08-16-40-41.jpg,1,,,2748,2748,,,,45 dh,0.96,100.0,Oui,Étiquette rouge en haut à droite : « 2748 » au-dessus de « 45 dh »,"[""Taille non indiquée sur l'image.""]"
PHOTO-2026-06-08-16-40-42 2.json,input_images\PHOTO-2026-06-08-16-40-42 2.jpg,1,1,,2561,2561,,,145.0,145 dh,0.97,100.0,Oui,"Étiquette rouge centrée en bas : ligne supérieure ""2561"", ligne inférieure ""145 dh""",[]
PHOTO-2026-06-08-16-40-42 3.json,input_images\PHOTO-2026-06-08-16-40-42 3.jpg,1,1,,2561,2561,,,145.0,145 dh,0.96,100.0,Oui,Étiquette rouge en bas : '2561' au-dessus de '145 dh'.,"[""Aucune taille lisible sur l'image.""]"
PHOTO-2026-06-08-16-40-43 4.json,input_images\PHOTO-2026-06-08-16-40-43 4.jpg,1,1,,2562,2562,,,145.0,145 dh,0.97,100.0,Oui,"Encart rouge en haut indiquant ""2562"" au-dessus de ""145 dh"".","[""Aucune autre référence lisible; tailles non indiquées.""]"
PHOTO-2026-06-08-16-40-43 5.json,input_images\PHOTO-2026-06-08-16-40-43 5.jpg,1,1,,2562,2562,,,145.0,145 dh,0.98,100.0,Oui,Étiquette rouge en haut-centre affichant «2562» puis «145 dh»,"[""Aucune taille lisible dans l'image.""]"
PHOTO-2026-06-08-16-40-43.json,input_images\PHOTO-2026-06-08-16-40-43.jpg,1,1,,2561,2561,,,145.0,145 dh,0.98,100.0,Oui,Étiquette rouge en bas: '2561 145 dh',"[""Aucune taille lisible sur l'image.""]"
PHOTO-2026-06-08-16-40-44 2.json,input_images\PHOTO-2026-06-08-16-40-44 2.jpg,1,1,,2561,2561,,,145.0,145 dh,0.97,100.0,Oui,Étiquette rouge en bas : '2561' au-dessus de '145 dh'.,[]
PHOTO-2026-06-08-16-40-44 3.json,input_images\PHOTO-2026-06-08-16-40-44 3.jpg,1,1,,2462,2462,,,145.0,145 dh,0.97,100.0,Oui,"Étiquette rouge en bas à droite : ""2462"" au-dessus de ""145 dh""",[]
PHOTO-2026-06-08-16-40-44.json,input_images\PHOTO-2026-06-08-16-40-44.jpg,1,1,,2562,2562,,,145.0,145 dh,0.97,100.0,Oui,"Étiquette rouge au centre : ""2562"" au-dessus de ""145 dh""",[]
PHOTO-2026-06-08-16-40-45 2.json,input_images\PHOTO-2026-06-08-16-40-45 2.jpg,1,1,,2594,2594,,,,120 dh,0.98,100.0,Oui,étiquette rouge en haut à droite avec '2594' au-dessus de '120 dh',"[""Aucune taille visible sur l'image.""]"
PHOTO-2026-06-08-16-40-45 3.json,input_images\PHOTO-2026-06-08-16-40-45 3.jpg,1,,,2593,2593,,,,120 dh,0.97,100.0,Oui,Étiquette rouge en haut à droite : 2593 au-dessus de 120 dh,[]
PHOTO-2026-06-08-16-40-46 2.json,input_images\PHOTO-2026-06-08-16-40-46 2.jpg,1,1,,2597/98/99,2597/98/99,,,325.0,325 dh.,0.95,100.0,Oui,Étiquette rouge en haut à droite : « 2597/98/99 325 dh. »,[]
PHOTO-2026-06-08-16-40-46 2.json,input_images\PHOTO-2026-06-08-16-40-46 2.jpg,1,2,,,,,,,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-46 4.json,input_images\PHOTO-2026-06-08-16-40-46 4.jpg,1,1,,2570,2570,,,270.0,270 dh,0.9,100.0,Oui,Étiquette rouge en haut : « 2570 » au-dessus de « 270 dh »,[]
PHOTO-2026-06-08-16-40-46 5.json,input_images\PHOTO-2026-06-08-16-40-46 5.jpg,1,1,,2557,2557,,,230.0,230 dh,0.94,100.0,Oui,"encadré rouge en haut à droite : ""2557 230 dh""","[""Texte éventuel sur le socle flou/illisible.""]"
PHOTO-2026-06-08-16-40-46 7.json,input_images\PHOTO-2026-06-08-16-40-46 7.jpg,1,2,,2458/3-1-2-3,2458/3-1-2-3,,,,230 dh.,0.96,20.0,Oui,Étiquette rouge en haut : “2458/3-1-2-3 230 dh.”,[]
PHOTO-2026-06-08-16-40-46 7.json,input_images\PHOTO-2026-06-08-16-40-46 7.jpg,1,3,,,,,,,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-46.json,input_images\PHOTO-2026-06-08-16-40-46.jpg,1,1,,2595,2595,,,145.0,145 dh,0.95,100.0,Oui,"étiquette rouge en haut à droite : ""2595"" au-dessus de ""145 dh""",[]
PHOTO-2026-06-08-16-40-47 2.json,input_images\PHOTO-2026-06-08-16-40-47 2.jpg,1,1,2455,2455/3-1-2-3,2455/3-1-2-3,,,260.0,260 dh,0.99,110.0,Oui,"Encadré rouge en haut de l’image : ""2455/3-1-2-3""",[]
PHOTO-2026-06-08-16-40-47 2.json,input_images\PHOTO-2026-06-08-16-40-47 2.jpg,1,2,2455/1,,,,,,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-47 2.json,input_images\PHOTO-2026-06-08-16-40-47 2.jpg,1,3,2455/2,,,,,,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-47 5.json,input_images\PHOTO-2026-06-08-16-40-47 5.jpg,1,1,,7495,7495,,,120.0,120 dh,0.96,100.0,Oui,Étiquette rouge en haut à gauche: 7495,[]
PHOTO-2026-06-08-16-40-47.json,input_images\PHOTO-2026-06-08-16-40-47.jpg,1,1,2450,2450/3-1-2-3,2450/3-1-2-3,,,210.0,210 dh,0.98,110.0,Oui,Étiquette rouge en haut de l’image,"[""Aucune taille lisible sur l’image""]"
PHOTO-2026-06-08-16-40-47.json,input_images\PHOTO-2026-06-08-16-40-47.jpg,1,2,2450,,,,,210.0,,,,Non,,"[""Aucune taille lisible sur l’image"", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-47.json,input_images\PHOTO-2026-06-08-16-40-47.jpg,1,3,2450,,,,,210.0,,,,Non,,"[""Aucune taille lisible sur l’image"", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-48 2.json,input_images\PHOTO-2026-06-08-16-40-48 2.jpg,1,2,,7501,7501,,,,50 dh,0.97,100.0,Oui,Étiquette rouge «7501 50 dh» près de l’objet,[]
PHOTO-2026-06-08-16-40-48 3.json,input_images\PHOTO-2026-06-08-16-40-48 3.jpg,1,1,,7326,7326,,,180.0,180 dh,0.98,100.0,Oui,Étiquette rouge en haut à droite: '7326 180 dh',"[""Aucune taille visible.""]"
PHOTO-2026-06-08-16-40-49 2.json,input_images\PHOTO-2026-06-08-16-40-49 2.jpg,1,1,6145,6145,6145,,,130.0,130 dh,0.99,120.0,Oui,étiquette rouge en bas à gauche: '6145 130 dh',[]
PHOTO-2026-06-08-16-40-49 3.json,input_images\PHOTO-2026-06-08-16-40-49 3.jpg,1,1,,,,,,,,,,Non,,"[""Aucune référence commerciale, taille ou prix visibles sur l’image (aucun texte lisible)."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-49 3.json,input_images\PHOTO-2026-06-08-16-40-49 3.jpg,1,2,,,,,,,,,,Non,,"[""Aucune référence commerciale, taille ou prix visibles sur l’image (aucun texte lisible)."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-49 4.json,input_images\PHOTO-2026-06-08-16-40-49 4.jpg,1,1,-,3275,3275,,,145.0,145 dh,0.96,100.0,Oui,Etiquette rouge au centre-droit : « 3275 » au-dessus de « 145 dh ».,"[""Plusieurs objets visibles ; l’étiquette ne précise pas clairement lequel est associé à la référence. Aucune taille lisible.""]"
PHOTO-2026-06-08-16-40-50 2.json,input_images\PHOTO-2026-06-08-16-40-50 2.jpg,1,1,,3286,3286,,,195.0,195 dh,0.99,100.0,Oui,Étiquette rouge au centre affichant « 3286 » au-dessus de « 195 dh ».,"[""L’étiquette rouge n’indique pas clairement quel article précis elle concerne. Aucune autre référence lisible sur l’image.""]"
PHOTO-2026-06-08-16-40-50 2.json,input_images\PHOTO-2026-06-08-16-40-50 2.jpg,1,2,,,,,,195.0,,,,Non,,"[""L’étiquette rouge n’indique pas clairement quel article précis elle concerne. Aucune autre référence lisible sur l’image."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-50 2.json,input_images\PHOTO-2026-06-08-16-40-50 2.jpg,1,3,,,,,,195.0,,,,Non,,"[""L’étiquette rouge n’indique pas clairement quel article précis elle concerne. Aucune autre référence lisible sur l’image."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-50.json,input_images\PHOTO-2026-06-08-16-40-50.jpg,1,1,,3250/51/52,3250/51/52,,,,170 dh.,0.95,100.0,Oui,Encadré rouge en haut à droite : “3250/51/52 170 dh.”,"[""Plusieurs articles sont montrés mais une seule référence commune est lisible; aucune taille n’est indiquée.""]"
PHOTO-2026-06-08-16-40-51 2.json,input_images\PHOTO-2026-06-08-16-40-51 2.jpg,1,1,,3244/46,3244/46,grand,,215.0,215 dh,0.99,100.0,Oui,Cartouche rouge en haut à droite affichant '3244/46' et '215 dh'.,[]
PHOTO-2026-06-08-16-40-51 2.json,input_images\PHOTO-2026-06-08-16-40-51 2.jpg,1,2,,,,petit,,215.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-51 4.json,input_images\PHOTO-2026-06-08-16-40-51 4.jpg,1,2,3248,3247/48/49,3247/48/49,,,210.0,210 dh,0.98,100.0,Oui,"Étiquette rouge en haut à droite: 3247/48/49, 210 dh","[""Référence groupée “3247/48/49” pouvant représenter 3 variantes; aucune taille lisible.""]"
PHOTO-2026-06-08-16-40-51 4.json,input_images\PHOTO-2026-06-08-16-40-51 4.jpg,1,3,3249,,,,,210.0,,,,Non,,"[""Référence groupée “3247/48/49” pouvant représenter 3 variantes; aucune taille lisible."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-51.json,input_images\PHOTO-2026-06-08-16-40-51.jpg,1,1,,3287,3287,,,165.0,165 dh,0.95,100.0,Oui,Étiquette rouge « 3287 165 dh » au centre,"[""Plusieurs articles visibles mais une seule référence lisible. Aucune taille indiquée.""]"
PHOTO-2026-06-08-16-40-51.json,input_images\PHOTO-2026-06-08-16-40-51.jpg,1,2,,,,,,165.0,,,,Non,,"[""Plusieurs articles visibles mais une seule référence lisible. Aucune taille indiquée."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-51.json,input_images\PHOTO-2026-06-08-16-40-51.jpg,1,3,,,,,,165.0,,,,Non,,"[""Plusieurs articles visibles mais une seule référence lisible. Aucune taille indiquée."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-51.json,input_images\PHOTO-2026-06-08-16-40-51.jpg,1,4,,,,,,165.0,,,,Non,,"[""Plusieurs articles visibles mais une seule référence lisible. Aucune taille indiquée."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-40-52 3.json,input_images\PHOTO-2026-06-08-16-40-52 3.jpg,1,1,,3237,3237,,,185.0,185 dh,0.98,100.0,Oui,étiquette rouge en haut à droite «3237 185 dh»,[]
PHOTO-2026-06-08-16-40-53 3.json,input_images\PHOTO-2026-06-08-16-40-53 3.jpg,1,1,,3123,3123,,,280.0,280 dh,0.99,100.0,Oui,Étiquette rouge en haut de l’image : '3123' au-dessus de '280 dh'.,"[""Aucune taille lisible dans l’image.""]"
PHOTO-2026-06-08-16-40-53.json,input_images\PHOTO-2026-06-08-16-40-53.jpg,1,1,,3123.,3123.,,,280.0,280 dh,0.96,100.0,Oui,étiquette rouge en haut: '3123.',[]
PHOTO-2026-06-08-16-40-54 2.json,input_images\PHOTO-2026-06-08-16-40-54 2.jpg,1,1,,8133,8133,,,,295 dh,0.99,100.0,Oui,"Étiquette rouge en haut à droite avec ""8133"" et ""295 dh"".",[]
PHOTO-2026-06-08-16-40-54 4.json,input_images\PHOTO-2026-06-08-16-40-54 4.jpg,1,2,,8158,8158,,,,100 dh,0.99,20.0,Oui,Étiquette rouge en haut à droite: '8158 100 dh',[]
PHOTO-2026-06-08-16-40-54 4.json,input_images\PHOTO-2026-06-08-16-40-54 4.jpg,1,1,,8157,8157,,,,110 dh,0.99,20.0,Oui,Étiquette rouge en haut à gauche: '8157 110 dh',[]
PHOTO-2026-06-08-16-40-54 5.json,input_images\PHOTO-2026-06-08-16-40-54 5.jpg,1,1,,8148,8148,,,320.0,320 dh,0.99,100.0,Oui,Encart rouge en haut à droite : '8148 320 dh',"[""Deux objets visibles mais une seule référence/prix affichés ; aucune taille indiquée.""]"
PHOTO-2026-06-08-16-40-54 6.json,input_images\PHOTO-2026-06-08-16-40-54 6.jpg,1,1,,2572,2572,,,,165 dh,0.97,100.0,Oui,Étiquette rouge en haut : '2572' au-dessus de '165 dh'.,[]
PHOTO-2026-06-08-16-40-54.json,input_images\PHOTO-2026-06-08-16-40-54.jpg,1,1,,8125,8125,,,320.0,320 dh,0.99,100.0,Oui,"Encart rouge en haut à droite avec la mention ""8125""","[""Aucune taille/dimension visible sur l'image.""]"
PHOTO-2026-06-08-16-40-55 2.json,input_images\PHOTO-2026-06-08-16-40-55 2.jpg,1,1,,2781,2781,,,450.0,450 dh,0.98,100.0,Oui,"Étiquette rouge en haut : ""2781 450 dh""","[""Taille non indiquée."", ""Deux objets visibles mais une seule référence/prix.""]"
PHOTO-2026-06-08-16-40-55 6.json,input_images\PHOTO-2026-06-08-16-40-55 6.jpg,1,,,2884/2-1-2,2884/2-1-2,,,,340 dh,0.99,100.0,Oui,Encadré rouge en haut à droite '2884/2-1-2 340 dh',"[""Deux tailles de produit visibles mais aucune taille textuelle lisible ; taille laissée vide.""]"
PHOTO-2026-06-08-16-40-55.json,input_images\PHOTO-2026-06-08-16-40-55.jpg,1,1,,8420/2-2,8420/2-2,,,230.0,230 dh,0.98,100.0,Oui,Encadré rouge en haut à droite : '8420/2-2 230 dh',[]
PHOTO-2026-06-08-16-40-56 3.json,input_images\PHOTO-2026-06-08-16-40-56 3.jpg,1,3,2914/3-1,2914/3-1,2914/3-1,,,65.0,65 dh,0.99,125.0,Oui,Étiquette rouge au-dessus de la statuette de droite,"[""Le format d'espacement du prix varie (65dh vs 65 dh) — reproduit tel quel.""]"
PHOTO-2026-06-08-16-40-56 3.json,input_images\PHOTO-2026-06-08-16-40-56 3.jpg,1,2,2914/3-2,2914/3-2,2914/3-2,,,65.0,65 dh,0.99,125.0,Oui,Étiquette rouge au-dessus de la statuette centrale,"[""Le format d'espacement du prix varie (65dh vs 65 dh) — reproduit tel quel.""]"
PHOTO-2026-06-08-16-40-56 3.json,input_images\PHOTO-2026-06-08-16-40-56 3.jpg,1,1,2914/3-3,2914/3-3,2914/3-3,,,65.0,65dh,0.99,125.0,Oui,Étiquette rouge au-dessus de la statuette de gauche,"[""Le format d'espacement du prix varie (65dh vs 65 dh) — reproduit tel quel.""]"
PHOTO-2026-06-08-16-40-56.json,input_images\PHOTO-2026-06-08-16-40-56.jpg,1,,,2882/2-1-2,2882/2-1-2,,,,340 dh,0.99,100.0,Oui,encart rouge en haut à droite,"[""Deux objets de tailles différentes visibles, mais aucune taille n’est indiquée sur l’image.""]"
PHOTO-2026-06-08-16-41-18 2.json,input_images\PHOTO-2026-06-08-16-41-18 2.jpg,1,1,,2880/2-1-2,2880/2-1-2,,,,480 dh,0.98,20.0,Oui,Encart rouge en haut à droite,"[""Aucune taille visible sur l'image.""]"
PHOTO-2026-06-08-16-41-18 2.json,input_images\PHOTO-2026-06-08-16-41-18 2.jpg,1,2,,,,,,,,,,Non,,"[""Aucune taille visible sur l'image."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-41-18 3.json,input_images\PHOTO-2026-06-08-16-41-18 3.jpg,1,1,1199,2799,2799,,,160.0,160 dh,0.72,100.0,Oui,Étiquette rouge en haut à droite : '2799' au-dessus de '160 dh',"[""'2799' pourrait être un prix sans unité ; interprété ici comme référence. Aucune taille visible.""]"
PHOTO-2026-06-08-16-41-19 2.json,input_images\PHOTO-2026-06-08-16-41-19 2.jpg,1,1,,2802,2802,,,160.0,160 dh,0.99,100.0,Oui,Étiquette rouge en haut à droite : 2802 au-dessus de 160 dh,"[""Aucune taille/dimension lisible sur l'image.""]"
PHOTO-2026-06-08-16-41-19 2.json,input_images\PHOTO-2026-06-08-16-41-19 2.jpg,1,2,,,,,,,,,,Non,,"[""Aucune taille/dimension lisible sur l'image."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-41-19 3.json,input_images\PHOTO-2026-06-08-16-41-19 3.jpg,1,1,,,,,,160.0,160 dh,0.05,100.0,Non,Réf. absente; encadré rouge en haut à droite n’indique qu’un prix.,"[""Aucune référence commerciale lisible sur l’image."", ""Le nombre « 2800 » apparaît aussi dans l’encadré rouge sans unité ni libellé, non interprété.""]"
PHOTO-2026-06-08-16-41-19 4.json,input_images\PHOTO-2026-06-08-16-41-19 4.jpg,1,1,,2760/2-2,2760/2-2,,,18.5,185 dh,0.99,100.0,Oui,Encadré rouge en haut à droite : '2760/2-2 185 dh',[]
PHOTO-2026-06-08-16-41-19.json,input_images\PHOTO-2026-06-08-16-41-19.jpg,1,1,,2804,2804,,,145.0,145 dh,0.95,100.0,Oui,Étiquette rouge en haut à droite affichant '2804' au-dessus de '145 dh',[]
PHOTO-2026-06-08-16-41-20 5.json,input_images\PHOTO-2026-06-08-16-41-20 5.jpg,1,1,,2749,2749,,,420.0,420 dh,0.98,100.0,Oui,Encadré rouge en haut à droite,"[""Aucune taille visible sur l’image.""]"
PHOTO-2026-06-08-16-41-20 6.json,input_images\PHOTO-2026-06-08-16-41-20 6.jpg,1,1,,2754,2754,,,195.0,195 dh,0.98,100.0,Oui,"Étiquette rouge en haut à droite : ""2754"" au-dessus de ""195 dh""","[""Aucune taille visible sur l'image.""]"
