source_json,image_index,product_index,detected_product_type,rubrique,categorie,famille,description,colors,price_box_regions,logo_regions,warnings,reference,name,size,price,confidence_reference,confidence_price
PHOTO-2026-06-08-16-25-46 5.json,1,1,Boîte de rangement en bois à motif décoratif,Décoration,Objets décoratifs,Boîtes,"Ce lot de trois boîtes de rangement en bois élégantes présente un motif décoratif complexe en noir sur fond blanc, ajoutant une touche sophistiquée et raffinée à tout espace intérieur. Faciles à ouvrir avec leur couvercle, ces boîtes sont idéales pour organiser des accessoires, bijoux ou autres petits objets tout en décorant votre intérieur. Leur design s’intègre parfaitement dans un salon, une chambre ou un espace de rangement chic, offrant une combinaison harmonieuse de fonctionnalité et d’esthétique pour un intérieur marocain contemporain.","[""Blanc"",""Noir""]",[],[],[],7422/23/24,Boîtes décoratives en bois à motif,,4.95,0.9,0.95
PHOTO-2026-06-08-16-25-46.json,1,1,Vase décoratif,Décoration,Objets décoratifs,Vases,"Vase décoratif en céramique avec finition lisse et motif noir et doré, doté d'une forme arrondie élégante. Idéal pour embellir un meuble ou une étagère dans un salon ou une salle à manger, apportant une touche sophistiquée et moderne à votre intérieur marocain. Sa surface brillante et ses couleurs contrastées en font un élément décoratif à la fois pratique et esthétique, parfait pour accueillir des fleurs ou simplement comme objet de décoration seul.","[""Blanc"",""Noir"",""Doré""]","[{""x_min"":0.8,""y_min"":0.05,""x_max"":0.94,""y_max"":0.15,""confidence"":0.95}]","[{""x_min"":0.05,""y_min"":0.02,""x_max"":0.3,""y_max"":0.15,""confidence"":0.85}]",[],,,,480.0,0.0,0.0
PHOTO-2026-06-08-16-25-47 2.json,1,1,Vases déco en céramique avec motifs floraux,Décoration,Objets décoratifs,Vases,"Set de trois vases décoratifs en céramique blanche ornés de motifs floraux bleus, apportant une touche élégante et moderne à votre intérieur. Leur design sophistiqué convient parfaitement pour embellir une table, une étagère ou un coin du salon. Leur finition soignée et leur style contemporain en font un accessoire idéal pour une décoration raffinée et tendance dans un intérieur marocain contemporain.","[""Blanc"",""Bleu""]",[],[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-25-47 2.json,1,2,Vases déco en céramique avec motifs floraux,Décoration,Objets décoratifs,Vases,"Set de trois vases décoratifs en céramique blanche ornés de motifs floraux bleus, apportant une touche élégante et moderne à votre intérieur. Leur design sophistiqué convient parfaitement pour embellir une table, une étagère ou un coin du salon. Leur finition soignée et leur style contemporain en font un accessoire idéal pour une décoration raffinée et tendance dans un intérieur marocain contemporain.","[""Blanc"",""Bleu""]",[],[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-25-47 2.json,1,3,Vases déco en céramique avec motifs floraux,Décoration,Objets décoratifs,Vases,"Set de trois vases décoratifs en céramique blanche ornés de motifs floraux bleus, apportant une touche élégante et moderne à votre intérieur. Leur design sophistiqué convient parfaitement pour embellir une table, une étagère ou un coin du salon. Leur finition soignée et leur style contemporain en font un accessoire idéal pour une décoration raffinée et tendance dans un intérieur marocain contemporain.","[""Blanc"",""Bleu""]",[],[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-25-47 3.json,1,1,Décoration > Objets décoratifs > Vases,Décoration,,,"Ce magnifique lot de deux vases décoratifs aux motifs élégants allie modernité et sophistication. Leur design featuring des ornements en bleu, blanc, noir et doré accentue leur style contemporain parfait pour embellir un salon ou une entrée. Ces vases peuvent accueillir des fleurs ou simplement servir d'objets décoratifs pour apporter une touche chic et raffinée dans votre intérieur marocain. Leur finition brillante et leur taille variée offrent une grande flexibilité d’utilisation dans différents espaces de la maison, complément parfait pour une décoration élégante et tendance.","[""Bleu"",""Blanc"",""Noir"",""Doré""]","[{""x_min"":0.74,""y_min"":0.035,""x_max"":0.84,""y_max"":0.085,""confidence"":0.95}]",[],[],,,,850.0,0.0,0.99
PHOTO-2026-06-08-16-25-47 3.json,1,2,Décoration > Objets décoratifs > Vases,Décoration,,,"Ce magnifique lot de deux vases décoratifs aux motifs élégants allie modernité et sophistication. Leur design featuring des ornements en bleu, blanc, noir et doré accentue leur style contemporain parfait pour embellir un salon ou une entrée. Ces vases peuvent accueillir des fleurs ou simplement servir d'objets décoratifs pour apporter une touche chic et raffinée dans votre intérieur marocain. Leur finition brillante et leur taille variée offrent une grande flexibilité d’utilisation dans différents espaces de la maison, complément parfait pour une décoration élégante et tendance.","[""Bleu"",""Blanc"",""Noir"",""Doré""]","[{""x_min"":0.74,""y_min"":0.035,""x_max"":0.84,""y_max"":0.085,""confidence"":0.95}]",[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-25-47.json,1,1,Contenants en métal décoratifs,Décoration,Objets décoratifs,,"Set de trois boîtes métalliques de rangement avec couvercles, ornées d’un motif géométrique coloré en triangles rouges, verts, bleus et noirs, sur fond blanc. Parfait pour décorer un espace intérieur ou pour organiser petits objets dans un salon ou une chambre.","[""Rouge"",""Vert"",""Bleu"",""Noir"",""Blanc""]","[{""x_min"":0.75,""y_min"":0.05,""x_max"":0.95,""y_max"":0.12,""confidence"":0.95}]",[],[],7443/44,Boîte décorative en métal à motif géométrique coloré,,750.0,0.95,0.9
PHOTO-2026-06-08-16-25-47.json,1,2,Contenants en métal décoratifs,Décoration,Objets décoratifs,,"Set de trois boîtes métalliques de rangement avec couvercles, ornées d’un motif géométrique coloré en triangles rouges, verts, bleus et noirs, sur fond blanc. Parfait pour décorer un espace intérieur ou pour organiser petits objets dans un salon ou une chambre.","[""Rouge"",""Vert"",""Bleu"",""Noir"",""Blanc""]","[{""x_min"":0.75,""y_min"":0.05,""x_max"":0.95,""y_max"":0.12,""confidence"":0.95}]",[],[],7443/45,Boîte décorative en métal à motif géométrique coloré,,750.0,0.95,0.9
PHOTO-2026-06-08-16-25-48 2.json,1,1,Boîtes de rangement decoratives,Décoration,Objets décoratifs,Boîtes,"Ensemble de trois boîtes de rangement decoratives de différentes tailles, ornées d'un motif géométrique noir et blanc avec une finition dorée. Ces boîtes allient style moderne et fonctionnalité, idéales pour organiser des accessoires ou décorer un espace de vie. Leur design élégant et leurs motifs trend apportent une touche sophistiquée à tout intérieur marocain, notamment dans le salon, la chambre ou la salle de bain.","[""Blanc"",""Noir"",""Doré""]","[{""x_min"":0.768,""y_min"":0.38,""x_max"":0.911,""y_max"":0.468,""confidence"":0.95}]",[],[],,Boîtes de rangement décoratives en motif géométrique,,4.5,0.2,0.9
PHOTO-2026-06-08-16-25-48 2.json,1,2,Boîtes de rangement decoratives,Décoration,Objets décoratifs,Boîtes,"Ensemble de trois boîtes de rangement decoratives de différentes tailles, ornées d'un motif géométrique noir et blanc avec une finition dorée. Ces boîtes allient style moderne et fonctionnalité, idéales pour organiser des accessoires ou décorer un espace de vie. Leur design élégant et leurs motifs trend apportent une touche sophistiquée à tout intérieur marocain, notamment dans le salon, la chambre ou la salle de bain.","[""Blanc"",""Noir"",""Doré""]","[{""x_min"":0.768,""y_min"":0.38,""x_max"":0.911,""y_max"":0.468,""confidence"":0.95}]",[],[],,Boîtes de rangement décoratives en motif géométrique,,6.0,0.2,0.95
PHOTO-2026-06-08-16-25-48 2.json,1,3,Boîtes de rangement decoratives,Décoration,Objets décoratifs,Boîtes,"Ensemble de trois boîtes de rangement decoratives de différentes tailles, ornées d'un motif géométrique noir et blanc avec une finition dorée. Ces boîtes allient style moderne et fonctionnalité, idéales pour organiser des accessoires ou décorer un espace de vie. Leur design élégant et leurs motifs trend apportent une touche sophistiquée à tout intérieur marocain, notamment dans le salon, la chambre ou la salle de bain.","[""Blanc"",""Noir"",""Doré""]","[{""x_min"":0.768,""y_min"":0.38,""x_max"":0.911,""y_max"":0.468,""confidence"":0.95}]",[],[],,Boîtes de rangement décoratives en motif géométrique,,3.0,0.2,0.9
PHOTO-2026-06-08-16-25-48 3.json,1,1,Contenant décoratif en céramique à motif d'oiseaux,Décoration,Vases,,"Ce vase décoratif en céramique arbore un motif élégant d'oiseaux perchés sur des branches, avec une finition soignée et un design contemporain. Idéal pour mettre en valeur des fleurs ou comme pièce centrale dans un salon ou une entrée, il apporte une touche de nature et de raffinement à votre décoration intérieure. Sa surface lisse et ses couleurs neutres s'harmonisent facilement avec différents styles de décoration marocaine moderne ou traditionnelle.","[""Beige"",""Noir"",""Argenté""]","[{""x_min"":0.725,""y_min"":0.105,""x_max"":0.83,""y_max"":0.2,""confidence"":0.95},{""x_min"":0.725,""y_min"":0.31,""x_max"":0.83,""y_max"":0.405,""confidence"":0.92},{""x_min"":0.725,""y_min"":0.52,""x_max"":0.83,""y_max"":0.615,""confidence"":0.9}]",[],[],,,,850.0,0.0,0.98
PHOTO-2026-06-08-16-25-48 3.json,1,2,Contenant décoratif en céramique à motif d'oiseaux,Décoration,Vases,,"Ce vase décoratif en céramique arbore un motif élégant d'oiseaux perchés sur des branches, avec une finition soignée et un design contemporain. Idéal pour mettre en valeur des fleurs ou comme pièce centrale dans un salon ou une entrée, il apporte une touche de nature et de raffinement à votre décoration intérieure. Sa surface lisse et ses couleurs neutres s'harmonisent facilement avec différents styles de décoration marocaine moderne ou traditionnelle.","[""Beige"",""Noir"",""Argenté""]","[{""x_min"":0.725,""y_min"":0.105,""x_max"":0.83,""y_max"":0.2,""confidence"":0.95},{""x_min"":0.725,""y_min"":0.31,""x_max"":0.83,""y_max"":0.405,""confidence"":0.92},{""x_min"":0.725,""y_min"":0.52,""x_max"":0.83,""y_max"":0.615,""confidence"":0.9}]",[],[],,,,7432.0,0.0,0.95
PHOTO-2026-06-08-16-25-48 3.json,1,3,Contenant décoratif en céramique à motif d'oiseaux,Décoration,Vases,,"Ce vase décoratif en céramique arbore un motif élégant d'oiseaux perchés sur des branches, avec une finition soignée et un design contemporain. Idéal pour mettre en valeur des fleurs ou comme pièce centrale dans un salon ou une entrée, il apporte une touche de nature et de raffinement à votre décoration intérieure. Sa surface lisse et ses couleurs neutres s'harmonisent facilement avec différents styles de décoration marocaine moderne ou traditionnelle.","[""Beige"",""Noir"",""Argenté""]","[{""x_min"":0.725,""y_min"":0.105,""x_max"":0.83,""y_max"":0.2,""confidence"":0.95},{""x_min"":0.725,""y_min"":0.31,""x_max"":0.83,""y_max"":0.405,""confidence"":0.92},{""x_min"":0.725,""y_min"":0.52,""x_max"":0.83,""y_max"":0.615,""confidence"":0.9}]",[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-25-48 4.json,1,1,Assiette en verre colorée,Décoration,Objets décoratifs,,"Ensemble de trois assiettes en verre rose avec finition dorée, empilées pour souligner leur style élégant et contemporain. Ces assiettes, par leur design translucide et leur bord en métal doré, apportent une touche raffinée et moderne à votre vaisselle ou décoration de table. Idéal pour décorer une table lors de réceptions ou pour une utilisation quotidienne dans une ambiance élégante, elles subliment la présentation de vos plats ou décorations de salle à manger dans un intérieur marocain contemporain.","[""Rose"",""Orange""]",[],[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-25-48 5.json,1,1,Assiettes en porcelaine avec finition dorée,Décoration,Mets et arts de la table,Vaisselle,"Ensemble de trois assiettes en porcelaine noire avec bordure dorée, parfaites pour une présentation élégante lors de repas ou réceptions. Leur finition raffinée et leur design chic apportent une touche sophistiquée à la décoration de votre table. Idéales pour un usage quotidien ou pour accueillir des plats de prestige dans un intérieur marocain moderne ou classique.","[""Noir"",""Orange""]","[{""x_min"":0.8,""y_min"":0.02,""x_max"":0.9,""y_max"":0.13,""confidence"":0.95}]",[],[],3405,Assiettes en porcelaine noir avec bordure dorée,,7.5,0.9,0.85
PHOTO-2026-06-08-16-25-48 5.json,1,2,Assiettes en porcelaine avec finition dorée,Décoration,Mets et arts de la table,Vaisselle,"Ensemble de trois assiettes en porcelaine noire avec bordure dorée, parfaites pour une présentation élégante lors de repas ou réceptions. Leur finition raffinée et leur design chic apportent une touche sophistiquée à la décoration de votre table. Idéales pour un usage quotidien ou pour accueillir des plats de prestige dans un intérieur marocain moderne ou classique.","[""Noir"",""Orange""]","[{""x_min"":0.8,""y_min"":0.02,""x_max"":0.9,""y_max"":0.13,""confidence"":0.95}]",[],[],3405,Assiettes en porcelaine noir avec bordure dorée,,7.5,0.9,0.85
PHOTO-2026-06-08-16-25-48 5.json,1,3,Assiettes en porcelaine avec finition dorée,Décoration,Mets et arts de la table,Vaisselle,"Ensemble de trois assiettes en porcelaine noire avec bordure dorée, parfaites pour une présentation élégante lors de repas ou réceptions. Leur finition raffinée et leur design chic apportent une touche sophistiquée à la décoration de votre table. Idéales pour un usage quotidien ou pour accueillir des plats de prestige dans un intérieur marocain moderne ou classique.","[""Noir"",""Orange""]","[{""x_min"":0.8,""y_min"":0.02,""x_max"":0.9,""y_max"":0.13,""confidence"":0.95}]",[],[],3405,Assiettes en porcelaine noir avec bordure dorée,,7.5,0.9,0.85
PHOTO-2026-06-08-16-25-48.json,1,1,Contenant de rangement en céramique ou métal avec motif floral,Décoration > Objets décoratifs > Boîtes de rangement,Objets décoratifs,Boîtes et contenants,"Boîtes de rangement décoratives en céramique ou métal, ornées d’un motif floral blanc sur fond bleu foncé. Leur design élégant et leur finition détaillée en font un accessoire pratique et esthétique pour décorer un espace de vie marocain ou stocker divers objets avec style dans une pièce comme la salle à manger, le salon ou la chambre.","[""Bleu"",""Blanc""]","[{""x_min"":0.79,""y_min"":0.04,""x_max"":0.86,""y_max"":0.09,""confidence"":0.95},{""x_min"":0.7,""y_min"":0.62,""x_max"":0.83,""y_max"":0.68,""confidence"":0.9}]",[],[],7425,Boîte décorative en céramique motif floral,,450.0,1.0,1.0
PHOTO-2026-06-08-16-25-48.json,1,2,Contenant de rangement en céramique ou métal avec motif floral,Décoration > Objets décoratifs > Boîtes de rangement,Objets décoratifs,Boîtes et contenants,"Boîtes de rangement décoratives en céramique ou métal, ornées d’un motif floral blanc sur fond bleu foncé. Leur design élégant et leur finition détaillée en font un accessoire pratique et esthétique pour décorer un espace de vie marocain ou stocker divers objets avec style dans une pièce comme la salle à manger, le salon ou la chambre.","[""Bleu"",""Blanc""]","[{""x_min"":0.79,""y_min"":0.04,""x_max"":0.86,""y_max"":0.09,""confidence"":0.95},{""x_min"":0.7,""y_min"":0.62,""x_max"":0.83,""y_max"":0.68,""confidence"":0.9}]",[],[],7426,Boîte décorative en céramique motif floral,,450.0,1.0,1.0
PHOTO-2026-06-08-16-25-49 2.json,1,1,Vases,Décoration,Vases,,"Ensemble de trois vases decoratifs de différentes tailles, au design moderne avec corps en finition noire brillante et bords en finition dorée. Parfait pour embellir un intérieur contemporain, ces vases peuvent accueillir des fleurs ou être utilisés comme objets décoratifs autonomes sur une console ou une table basse. Leur allure élégante et sophistiquée apportera une touche de luxe à tout espace de vie ou espace de réception.","[""Noir"",""Doré""]","[{""x_min"":0.782,""y_min"":0.026,""x_max"":0.859,""y_max"":0.095,""confidence"":0.95}]",[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-25-49 2.json,1,2,Vases,Décoration,Vases,,"Ensemble de trois vases decoratifs de différentes tailles, au design moderne avec corps en finition noire brillante et bords en finition dorée. Parfait pour embellir un intérieur contemporain, ces vases peuvent accueillir des fleurs ou être utilisés comme objets décoratifs autonomes sur une console ou une table basse. Leur allure élégante et sophistiquée apportera une touche de luxe à tout espace de vie ou espace de réception.","[""Noir"",""Doré""]","[{""x_min"":0.782,""y_min"":0.026,""x_max"":0.859,""y_max"":0.095,""confidence"":0.95}]",[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-25-49 2.json,1,3,Vases,Décoration,Vases,,"Ensemble de trois vases decoratifs de différentes tailles, au design moderne avec corps en finition noire brillante et bords en finition dorée. Parfait pour embellir un intérieur contemporain, ces vases peuvent accueillir des fleurs ou être utilisés comme objets décoratifs autonomes sur une console ou une table basse. Leur allure élégante et sophistiquée apportera une touche de luxe à tout espace de vie ou espace de réception.","[""Noir"",""Doré""]","[{""x_min"":0.782,""y_min"":0.026,""x_max"":0.859,""y_max"":0.095,""confidence"":0.95}]",[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-25-49 3.json,1,1,Vases,Décoration,Vases et objets décoratifs,,"Set de trois vases décoratifs cylindriques en finition marbre blanc avec détails en or brillant. Ces vases élégants présentent une surface lisse et un design moderne, parfaits pour apporter une touche sophistiquée à un intérieur contemporain. Idéal pour mettre en valeur des fleurs ou en tant qu'objet de décoration autonome dans un salon, une entrée ou une chambre à coucher, ils rehaussent l'ambiance avec leur style minimaliste et leur finition luxueuse.","[""Blanc"",""Orange""]","[{""x_min"":0.88,""y_min"":0.03,""x_max"":0.97,""y_max"":0.09,""confidence"":0.95}]",[],[],,,,580.0,0.0,0.99
PHOTO-2026-06-08-16-25-49 3.json,1,2,Vases,Décoration,Vases et objets décoratifs,,"Set de trois vases décoratifs cylindriques en finition marbre blanc avec détails en or brillant. Ces vases élégants présentent une surface lisse et un design moderne, parfaits pour apporter une touche sophistiquée à un intérieur contemporain. Idéal pour mettre en valeur des fleurs ou en tant qu'objet de décoration autonome dans un salon, une entrée ou une chambre à coucher, ils rehaussent l'ambiance avec leur style minimaliste et leur finition luxueuse.","[""Blanc"",""Orange""]","[{""x_min"":0.88,""y_min"":0.03,""x_max"":0.97,""y_max"":0.09,""confidence"":0.95}]",[],[],,,,580.0,0.0,0.99
PHOTO-2026-06-08-16-25-49 3.json,1,3,Vases,Décoration,Vases et objets décoratifs,,"Set de trois vases décoratifs cylindriques en finition marbre blanc avec détails en or brillant. Ces vases élégants présentent une surface lisse et un design moderne, parfaits pour apporter une touche sophistiquée à un intérieur contemporain. Idéal pour mettre en valeur des fleurs ou en tant qu'objet de décoration autonome dans un salon, une entrée ou une chambre à coucher, ils rehaussent l'ambiance avec leur style minimaliste et leur finition luxueuse.","[""Blanc"",""Orange""]","[{""x_min"":0.88,""y_min"":0.03,""x_max"":0.97,""y_max"":0.09,""confidence"":0.95}]",[],[],,,,580.0,0.0,0.99
PHOTO-2026-06-08-16-25-49 4.json,1,1,Vases en verre,Décoration,Vases,,"Deux vases décoratifs en verre coloré avec un effet marbre noir et blanc, présentant une forme élégante et raffinée. Ces vases apportent une touche moderne et sophistiquée à votre intérieur, idéal pour décorer un salon, une salle à manger ou une entrée. Leur design épuré et leur finition brillante en font des objets décoratifs qui rehaussent l'ambiance et la décoration de votre espace de vie.","[""Noir""]","[{""x_min"":0.679,""y_min"":0.125,""x_max"":0.913,""y_max"":0.187,""confidence"":0.95}]","[{""x_min"":0.01,""y_min"":0.015,""x_max"":0.17,""y_max"":0.085,""confidence"":0.85}]",[],8048,Vase décoratif en verre à effet marbre noir,,450.0,0.98,0.99
PHOTO-2026-06-08-16-25-49 4.json,1,2,Vases en verre,Décoration,Vases,,"Deux vases décoratifs en verre coloré avec un effet marbre noir et blanc, présentant une forme élégante et raffinée. Ces vases apportent une touche moderne et sophistiquée à votre intérieur, idéal pour décorer un salon, une salle à manger ou une entrée. Leur design épuré et leur finition brillante en font des objets décoratifs qui rehaussent l'ambiance et la décoration de votre espace de vie.","[""Noir""]","[{""x_min"":0.679,""y_min"":0.125,""x_max"":0.913,""y_max"":0.187,""confidence"":0.95}]","[{""x_min"":0.01,""y_min"":0.015,""x_max"":0.17,""y_max"":0.085,""confidence"":0.85}]",[],8048,Vase décoratif en verre à effet marbre noir,,450.0,0.98,0.99
PHOTO-2026-06-08-16-25-49.json,1,1,Assiettes en porcelaine,Décoration,Vaisselle et arts de la table,Assiettes,"Ensemble de trois assiettes en porcelaine de couleur bleue avec bordures dorées, de tailles différentes, parfaites pour la décoration ou le service lors de repas spéciaux. Leur finition élégante et leur design sophistiqué apportent une touche de luxe à la décoration de votre salle à manger ou de votre espace de réception. Idéal pour valoriser la présentation de vos mets ou comme objet décoratif sur une étagère ou une vitrine dans une ambiance marocaine moderne.","[""Bleu"",""Doré""]","[{""x_min"":0.61,""y_min"":0.2,""x_max"":0.78,""y_max"":0.3,""confidence"":0.9}]",[],[],,,,0.0,0.0,0.0
PHOTO-2026-06-08-16-25-50 2.json,1,1,Vase décoratif en verre coloré avec motifs dorés,Décoration,,,"Vase décoratif en verre de couleur bleu profond orné de motifs dorés raffinés. Son design élégant et sa finition brillante en font un objet idéal pour embellir votre salon ou votre entrée. Peut être utilisé seul ou avec des fleurs pour ajouter une touche de luxe à votre décoration intérieure. Sa forme arrondie en fait un élément décoratif pratique et esthétique, parfait pour sublimer un espace marocain moderne ou traditionnel.","[""Bleu"",""Orange""]",[],[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-25-50 3.json,1,1,Vase décoratif en verre teinté avec motifs dorés,Décoration,,,"Vase décoratif en verre teinté avec finitions dorées, doté d'une forme ovale élégante et d'un cou étroit. Son design sophistiqué en fait un objet idéal pour agrémenter un intérieur marocain contemporain ou traditionnel, apportant une touche de luxe et de raffinement à votre décoration. Il peut être placé sur une table basse, une console ou une étagère, seul ou avec des fleurs. Parfait pour embellir le salon, la salle à manger ou l'entrée, ce vase ajoute une note élégante et chaleureuse à toute pièce.","[""Beige"",""Orange""]",[],[],[],,Vase décoratif en verre teinté avec motifs dorés,,790.0,0.0,1.0
PHOTO-2026-06-08-16-25-50 4.json,1,1,Vase décoratif en verre violet avec motifs dorés,Décoration,Objets décoratifs,Vases,"Ce vase décoratif en verre violet présente une forme élégante avec un cou large et une base stable. Sa surface est ornée de motifs floraux dorés sophistiqués, apportant une touche de luxe et de raffinement. Idéal pour décorer un salon, une salle à manger ou une entrée, ce vase sert à mettre en valeur des fleurs ou à embellir tout espace intérieur. Son design sophistiqué et ses couleurs riches en font une pièce maîtresse dans une décoration moderne ou classique au marché marocain.","[""Violet"",""Doré""]","[{""x_min"":0.8,""y_min"":0.12,""x_max"":0.9,""y_max"":0.2,""confidence"":0.95},{""x_min"":0.83,""y_min"":0.43,""x_max"":0.92,""y_max"":0.52,""confidence"":0.9}]","[{""x_min"":0.01,""y_min"":0.02,""x_max"":0.2,""y_max"":0.14,""confidence"":0.9},{""x_min"":0.69,""y_min"":0.86,""x_max"":0.94,""y_max"":0.96,""confidence"":0.85}]",[],,,,790.0,0.6,0.9
PHOTO-2026-06-08-16-25-50.json,1,1,Verre décoratif en cristal avec motif or et rouge,Décoration,,,"Vase décoratif en cristal avec un motif or orné de détails rouges sur un fond transparent. Ce vase est idéal pour mettre en valeur des fleurs ou comme objet de décoration dans un salon ou une entrée. Son design élégant et raffiné s'intègre parfaitement dans un intérieur marocain sophistiqué, apportant une touche de luxe et de couleur à votre espace. Facile à intégrer sur une table basse, une étagère ou une console, il valorise l'ambiance de votre pièce avec son esthétique ornementale très travaillée.","[""Rouge"",""Orange""]",[],[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-25-51 2.json,1,1,Objets décoratifs en porcelaine,Décoration,Objets décoratifs,,"Vase décoratif en porcelaine blanche ornée de motifs floraux et élégants en doré et noir, avec une finition raffinée qui ajoute une touche sophistiquée à votre intérieur. Idéal pour embellir un salon, une entrée ou une table de réception grâce à son design élégant et ses détails délicats.","[""Blanc"",""Doré"",""Noir""]","[{""x_min"":0.805,""y_min"":0.878,""x_max"":0.978,""y_max"":0.974,""confidence"":0.98}]",[],[],,,,790.0,0.0,0.99
PHOTO-2026-06-08-16-25-51 3.json,1,1,Vase décoratif,Décoration,Objets décoratifs,,"Vase décoratif en céramique avec finition blanche et motifs orné de détails noirs et dorés, au design élégant et contemporain. Idéal pour embellir un salon ou une entrée, il peut accueillir des fleurs ou servir comme pièce maîtresse. Son style sophistiqué s'intègre parfaitement dans un intérieur moderne ou traditionnel marocain, apportant une touche de luxe subtile à votre décoration intérieure.","[""Blanc"",""Noir"",""Orange""]","[{""x_min"":0.84,""y_min"":0.84,""x_max"":0.97,""y_max"":0.97,""confidence"":0.98}]",[],[],,,,790.0,0.0,0.99
PHOTO-2026-06-08-16-25-51 4.json,1,1,Vase en verre décoratif surmonté d'un couvercle doré,Décoration,Objets décoratifs,,"Vase en verre transparent avec une décoration élaborée en motifs dorés noirs, associé à un couvercle métallique doré. Ce vase aux lignes élégantes est destiné à accueillir des fleurs ou à servir d'objet de décoration dans un intérieur marocain contemporain. Il apportera une touche de luxe et de sophistication à votre salon, votre chambre ou votre espace de réception en étant à la fois pratique et décoratif.","[""Beige"",""Orange""]","[{""x_min"":0.61,""y_min"":0.07,""x_max"":0.91,""y_max"":0.23,""confidence"":0.95}]","[{""x_min"":0.011,""y_min"":0.801,""x_max"":0.244,""y_max"":0.935,""confidence"":0.92}]",[],,Vase décoratif en verre avec motifs dorés,,790.0,0.9,0.95
PHOTO-2026-06-08-16-25-51 5.json,1,1,Vase décoratif en verre coloré avec motifs dorés,Décoration,Vases,,"Ce vase décoratif en verre bleu translucide est orné de motifs dorés élégants, ajoutant une touche sophistiquée à votre décoration intérieure. Sa forme élancée et ses détails métalliques lui confèrent un style moderne et artistique, idéal pour mettre en valeur des fleurs ou comme pièce d'accent dans un salon, une salle à manger ou une entrée. Sa finition brillante et ses couleurs vives apportent une ambiance raffinée et contemporaine à votre espace de vie.","[""Bleu"",""Orange"",""Noir""]","[{""x_min"":0.762,""y_min"":0.031,""x_max"":0.858,""y_max"":0.095,""confidence"":0.95},{""x_min"":0.856,""y_min"":0.031,""x_max"":0.962,""y_max"":0.095,""confidence"":0.96}]",[],[],,,,790.0,0.0,0.95
PHOTO-2026-06-08-16-25-51 5.json,1,2,Vase décoratif en verre coloré avec motifs dorés,Décoration,Vases,,"Ce vase décoratif en verre bleu translucide est orné de motifs dorés élégants, ajoutant une touche sophistiquée à votre décoration intérieure. Sa forme élancée et ses détails métalliques lui confèrent un style moderne et artistique, idéal pour mettre en valeur des fleurs ou comme pièce d'accent dans un salon, une salle à manger ou une entrée. Sa finition brillante et ses couleurs vives apportent une ambiance raffinée et contemporaine à votre espace de vie.","[""Bleu"",""Orange"",""Noir""]","[{""x_min"":0.762,""y_min"":0.031,""x_max"":0.858,""y_max"":0.095,""confidence"":0.95},{""x_min"":0.856,""y_min"":0.031,""x_max"":0.962,""y_max"":0.095,""confidence"":0.96}]",[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-25-51.json,1,1,Vase décoratif en verre artisanal,Décoration,Vases,,"Vase décoratif en verre solide avec une finition transparente teintée en jaune. Son design élégant et ses motifs floraux noirs gravés à la surface en font un objet de décoration sophistiqué. Parfait pour embellir un salon, une salle à manger ou une entrée, il peut être placé seul ou avec des fleurs pour apporter une touche de couleur et d'élégance à l'espace.","[""Beige"",""Jaune"",""Noir""]","[{""x_min"":0.75,""y_min"":0.0,""x_max"":0.85,""y_max"":0.1,""confidence"":0.99}]","[{""x_min"":0.0,""y_min"":0.85,""x_max"":0.1,""y_max"":0.95,""confidence"":0.85}]",[],,Vase décoratif en verre artisanal,,790.0,0.0,0.95
PHOTO-2026-06-08-16-25-52 2.json,1,1,Vase décoratif en verre coloré avec motifs dorés,Décoration,Vases,Vases décoratifs,"Ce vase décoratif en verre se distingue par sa couleur violette profonde et ses motifs dorés élégants qui apportent une touche de luxe à votre intérieur. Sa forme élancée et sa surface brillante en font un élément de décoration idéal pour embellir un salon, une salle à manger ou une entrée. Utilisez-le seul ou avec des fleurs pour créer une atmosphère raffinée, adaptée à un style marocain contemporain ou traditionnel. Ce vase sera également parfait pour mettre en valeur vos arrangements floraux ou comme pièce maîtresse sur une console ou une table basse.","[""Violet"",""Orange""]","[{""x_min"":0.75,""y_min"":0.0,""x_max"":1.0,""y_max"":0.05,""confidence"":0.95}]",[],[],,,,790.0,0.8,0.95
