original_name,detected_extension,matched_reference,match_method,reason
js 28 A.png,.png,js 28 A,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
js 32 B.png,.png,js 32 B,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
kd 022.jpg,.jpg,kd 022,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
kd 159.png,.png,kd 159,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
kd 160.png,.png,kd 160,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
kd 247.png,.png,kd 247,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
L 002_6. #1,.png,L 002/6,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
L 002_6. #2,.jpg,L 002/6,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
L 002_6. #3,.jpg,L 002/6,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
L 002_6. #4,.jpg,L 002/6,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
L007_12.  #1,.png,L007/12,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
L007_12.  #2,.jpg,L007/12,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
L007_12.  #3,.jpg,L007/12,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
L007_12.  #4,.jpg,L007/12,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
Lustre 5969 #1.png,.png,5969,signature-numerique,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
Lustre 5969 #2.png,.png,5969,signature-numerique,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
Lustre 5969 #3.png,.png,5969,signature-numerique,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
Lustre 5969 #4.png,.png,5969,signature-numerique,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
MX 25-16 A.  #1,.jpg,MX 25-16 A,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
MX 25-16 A.  #2,.jpg,MX 25-16 A,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
MX 25-16 A.  #3,.jpg,MX 25-16 A,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
MX 25-16 A.  #4,.jpg,MX 25-16 A,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
MX 25-16.   #1,.jpg,MX 25-16,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
MX 25-16.   #2,.jpg,MX 25-16,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
MX 25-16.   #3,.jpg,MX 25-16,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
MX 25-16.   #4,.jpg,MX 25-16,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
MX 65_6.  #1,.jpg,MX 65/6,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
MX 65_6.  #2,.png,MX 65/6,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
MX 65_6.  #3,.png,MX 65/6,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
MX 65_6.  #4,.jpg,MX 65/6,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
P 8078_50.  #1,.jpg,P 8078/50,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
P 8078_50.  #2,.jpg,P 8078/50,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
P 8078_50.  #3,.jpg,P 8078/50,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
P 8078_50.  #4,.jpg,P 8078/50,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
P 8078_60.  #1,.png,P 8078/60,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
P 8078_60.  #2,.png,P 8078/60,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
P 8078_60.  #3,.png,P 8078/60,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
P 8078_60.  #4,.png,P 8078/60,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
P 8078_80.   #1,.png,P 8078/80,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
P 8078_80.   #2,.jpg,P 8078/80,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
P 8078_80.   #3,.jpg,P 8078/80,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
P 8078_80.   #4,.jpg,P 8078/80,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
ref 2329.jpg,.jpg,2329,signature-numerique,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
ref 2672.png,.png,ref 2672,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
rim 13.png,.png,rim 13,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
rim 333.png,.png,rim 333,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
rim 54.jpg,.jpg,rim 54,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
Rim 59.png,.png,rim 59,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
rim 63.jpg,.jpg,rim 63,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
rim002 (bège).jpg,.jpg,rim002,signature-numerique,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
rim002 (transparent ).jpg,.jpg,rim002,exact-sans-couleur,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
RL 9270 M.    #1,.png,RL 9270 M,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
RL 9270 M.    #2,.png,RL 9270 M,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
RL 9270 M.    #3,.png,RL 9270 M,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
RL 9270 M.    #4,.png,RL 9270 M,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
RT 9227_A.    #1,.jpg,RT 9227_A,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
RT 9227_A.    #2,.jpg,RT 9227_A,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
RT 9227_A.    #3,.jpg,RT 9227_A,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
RT 9227_A.    #4,.jpg,RT 9227_A,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
RT 9272-B.    #1,.jpg,RT 9272-B,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
RT 9272-B.    #2,.jpg,RT 9272-B,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
RT 9272-B.    #3,.jpg,RT 9272-B,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
RT 9272-B.    #4,.jpg,RT 9272-B,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
SC 11904.jpg,.jpg,SC 11904,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
SC 126.png,.png,SC 126,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
SC 149.png,.png,SC 149,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
SC 150.png,.png,SC 150,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
SC 150_.png,.png,SC 150,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
SR 1167_65   #1.png,.png,SR 1167/65,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
SR 1167_65   #2.png,.png,SR 1167/65,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
SR 1167_65   #3.png,.png,SR 1167/65,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
SR 1167_65   #4.png,.png,SR 1167/65,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
SS 016.png,.png,SS 016,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
ST 045.png,.png,ST 045,exact-normalise,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
T 2203_black   #1.png,.png,T 2203,exact-sans-couleur,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
T 2203_black   #2.png,.png,T 2203,exact-sans-couleur,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
T 2203_black  #3.png,.png,T 2203,exact-sans-couleur,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
T 2203_black  #4.png,.png,T 2203,exact-sans-couleur,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
T 2203_white.  #1,.png,T 2203,exact-sans-couleur,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
T 2203_white.  #2,.png,T 2203,exact-sans-couleur,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
T 2203_white.  #3,.png,T 2203,exact-sans-couleur,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
T 2203_white.  #4,.png,T 2203,exact-sans-couleur,"Correspondance produit trouvée, mais fichier image introuvable dans le dossier destination"
