original_name,image_key,clean_key,candidate_count,candidates,reason
D 9710_3.    #1,d97103,d97103,0,[],aucune-correspondance
D 9710_3.    #2,d97103,d97103,0,[],aucune-correspondance
D 9710_3.    #3,d97103,d97103,0,[],aucune-correspondance
D 9710_3.    #4,d97103,d97103,0,[],aucune-correspondance
D 9795_10.   #1,d979510,d979510,0,[],aucune-correspondance
D 9795_10.   #2,d979510,d979510,0,[],aucune-correspondance
D 9795_10.   #3,d979510,d979510,0,[],aucune-correspondance
D 9795_10.   #4,d979510,d979510,0,[],aucune-correspondance
D 9901.    #1,d9901,d9901,0,[],aucune-correspondance
D 9901.    #2,d9901,d9901,0,[],aucune-correspondance
D 9901.    #3,d9901,d9901,0,[],aucune-correspondance
D 9901.    #4,d9901,d9901,0,[],aucune-correspondance
d 9901.   #1,d9901,d9901,0,[],aucune-correspondance
d 9901.   #2,d9901,d9901,0,[],aucune-correspondance
d 9901.   #3,d9901,d9901,0,[],aucune-correspondance
d 9901.   #4,d9901,d9901,0,[],aucune-correspondance
D9688.  #1,d9688,d9688,1,"[""7295/96""]",aucune-correspondance
D9688.  #2,d9688,d9688,1,"[""7295/96""]",aucune-correspondance
D9688.  #3,d9688,d9688,1,"[""7295/96""]",aucune-correspondance
D9688.  #4,d9688,d9688,1,"[""7295/96""]",aucune-correspondance
Flower 1 ( red).jpg,flower1red,flower1,5,"[""1+4"", ""11813/1 GD"", ""2450/1"", ""2455/1"", ""2882/1""]",ambigu
Flower 1 (green).jpg,flower1green,flower1,5,"[""1+4"", ""11813/1 GD"", ""2450/1"", ""2455/1"", ""2882/1""]",ambigu
Flower 1 (light blue).jpg,flower1lightblue,flower1light,5,"[""1+4"", ""11813/1 GD"", ""2450/1"", ""2455/1"", ""2882/1""]",ambigu
flower 1 (transparent).jpg,flower1transparent,flower1,5,"[""1+4"", ""11813/1 GD"", ""2450/1"", ""2455/1"", ""2882/1""]",ambigu
flower 1 (white).jpg,flower1white,flower1,5,"[""1+4"", ""11813/1 GD"", ""2450/1"", ""2455/1"", ""2882/1""]",ambigu
flower 1.  (Blue).jpg,flower1blue,flower1,5,"[""1+4"", ""11813/1 GD"", ""2450/1"", ""2455/1"", ""2882/1""]",ambigu
flower 1. (Purple).jpg,flower1purple,flower1,5,"[""1+4"", ""11813/1 GD"", ""2450/1"", ""2455/1"", ""2882/1""]",ambigu
flower 1.(yellow).jpg,flower1yellow,flower1,5,"[""1+4"", ""11813/1 GD"", ""2450/1"", ""2455/1"", ""2882/1""]",ambigu
flower 2 (blue).jpg,flower2blue,flower2,10,"[""2450/2"", ""2455/2"", ""2628/2-1-2"", ""2736/2-1-2"", ""2757/2-1-2"", ""2759/2-1-2"", ""2787/2-1-2"", ""2794/2-1-2"", ""2882/2"", ""2893/2-1-2""]",ambigu
flower 2 (light blue ).jpg,flower2lightblue,flower2light,10,"[""2450/2"", ""2455/2"", ""2628/2-1-2"", ""2736/2-1-2"", ""2757/2-1-2"", ""2759/2-1-2"", ""2787/2-1-2"", ""2794/2-1-2"", ""2882/2"", ""2893/2-1-2""]",ambigu
flower 2 (purple).jpg,flower2purple,flower2,10,"[""2450/2"", ""2455/2"", ""2628/2-1-2"", ""2736/2-1-2"", ""2757/2-1-2"", ""2759/2-1-2"", ""2787/2-1-2"", ""2794/2-1-2"", ""2882/2"", ""2893/2-1-2""]",ambigu
flower 2 (red).jpg,flower2red,flower2,10,"[""2450/2"", ""2455/2"", ""2628/2-1-2"", ""2736/2-1-2"", ""2757/2-1-2"", ""2759/2-1-2"", ""2787/2-1-2"", ""2794/2-1-2"", ""2882/2"", ""2893/2-1-2""]",ambigu
flower 2 (transparent ).jpg,flower2transparent,flower2,10,"[""2450/2"", ""2455/2"", ""2628/2-1-2"", ""2736/2-1-2"", ""2757/2-1-2"", ""2759/2-1-2"", ""2787/2-1-2"", ""2794/2-1-2"", ""2882/2"", ""2893/2-1-2""]",ambigu
flower 2 (yellow).jpg,flower2yellow,flower2,10,"[""2450/2"", ""2455/2"", ""2628/2-1-2"", ""2736/2-1-2"", ""2757/2-1-2"", ""2759/2-1-2"", ""2787/2-1-2"", ""2794/2-1-2"", ""2882/2"", ""2893/2-1-2""]",ambigu
flower 2.  (Green).jpg,flower2green,flower2,10,"[""2450/2"", ""2455/2"", ""2628/2-1-2"", ""2736/2-1-2"", ""2757/2-1-2"", ""2759/2-1-2"", ""2787/2-1-2"", ""2794/2-1-2"", ""2882/2"", ""2893/2-1-2""]",ambigu
Flower 3 ( red).jpg,flower3red,flower3,10,"[""12063/3 LED"", ""2447/3-1-2-3"", ""2450/3"", ""2455/3"", ""2549/3-1"", ""2549/3-2"", ""2549/3-3"", ""2574/3-1-2-3"", ""2754/3-1-2-3"", ""2780/3-1-2-3""]",ambigu
Flower 3 (green).jpg,flower3green,flower3,10,"[""12063/3 LED"", ""2447/3-1-2-3"", ""2450/3"", ""2455/3"", ""2549/3-1"", ""2549/3-2"", ""2549/3-3"", ""2574/3-1-2-3"", ""2754/3-1-2-3"", ""2780/3-1-2-3""]",ambigu
Flower 3 (light blue).jpg,flower3lightblue,flower3light,10,"[""12063/3 LED"", ""2447/3-1-2-3"", ""2450/3"", ""2455/3"", ""2549/3-1"", ""2549/3-2"", ""2549/3-3"", ""2574/3-1-2-3"", ""2754/3-1-2-3"", ""2780/3-1-2-3""]",ambigu
Flower 3 (purple)(1).jpg,flower3purple1,flower31,10,"[""12063/3 LED"", ""2447/3-1-2-3"", ""2450/3"", ""2455/3"", ""2549/3-1"", ""2549/3-2"", ""2549/3-3"", ""2574/3-1-2-3"", ""2754/3-1-2-3"", ""2780/3-1-2-3""]",ambigu
Flower 3 (purple).jpg,flower3purple,flower3,10,"[""12063/3 LED"", ""2447/3-1-2-3"", ""2450/3"", ""2455/3"", ""2549/3-1"", ""2549/3-2"", ""2549/3-3"", ""2574/3-1-2-3"", ""2754/3-1-2-3"", ""2780/3-1-2-3""]",ambigu
Flower 3 (transparent)_.jpg,flower3transparent,flower3,10,"[""12063/3 LED"", ""2447/3-1-2-3"", ""2450/3"", ""2455/3"", ""2549/3-1"", ""2549/3-2"", ""2549/3-3"", ""2574/3-1-2-3"", ""2754/3-1-2-3"", ""2780/3-1-2-3""]",ambigu
flower 3 (yellow).jpg,flower3yellow,flower3,10,"[""12063/3 LED"", ""2447/3-1-2-3"", ""2450/3"", ""2455/3"", ""2549/3-1"", ""2549/3-2"", ""2549/3-3"", ""2574/3-1-2-3"", ""2754/3-1-2-3"", ""2780/3-1-2-3""]",ambigu
flower 3.  (White).jpg,flower3white,flower3,10,"[""12063/3 LED"", ""2447/3-1-2-3"", ""2450/3"", ""2455/3"", ""2549/3-1"", ""2549/3-2"", ""2549/3-3"", ""2574/3-1-2-3"", ""2754/3-1-2-3"", ""2780/3-1-2-3""]",ambigu
Flower 3. (Blue).jpg,flower3blue,flower3,10,"[""12063/3 LED"", ""2447/3-1-2-3"", ""2450/3"", ""2455/3"", ""2549/3-1"", ""2549/3-2"", ""2549/3-3"", ""2574/3-1-2-3"", ""2754/3-1-2-3"", ""2780/3-1-2-3""]",ambigu
H 2017-1.png,h20171,h20171,0,[],aucune-correspondance
h788-1.png,h7881,h7881,0,[],aucune-correspondance
HX 410.png,hx410,hx410,0,[],aucune-correspondance
id 15.png,id15,id15,0,[],aucune-correspondance
ID 21.png,id21,id21,3,"[""8144/2-1"", ""8274/2-1"", ""8420/2-1""]",ambigu
ID-17.png,id17,id17,0,[],aucune-correspondance
ID-18.png,id18,id18,0,[],aucune-correspondance
IMG_2412.PNG,img2412,img2412,0,[],aucune-correspondance
JS 094_.png,js094,js094,0,[],aucune-correspondance
JS 095_.png,js095,js095,0,[],aucune-correspondance
js 28 A.png,js28a,js28a,0,[],aucune-correspondance
js 32 B.png,js32b,js32b,4,"[""2549/3-2"", ""2914/3-2"", ""8271/3-2"", ""js 32 A""]",ambigu
kd 022.jpg,kd022,kd022,0,[],aucune-correspondance
L 002_6. #1,l0026,l0026,0,[],aucune-correspondance
L 002_6. #2,l0026,l0026,0,[],aucune-correspondance
L 002_6. #3,l0026,l0026,0,[],aucune-correspondance
L 002_6. #4,l0026,l0026,0,[],aucune-correspondance
L007_12.  #1,l00712,l00712,0,[],aucune-correspondance
L007_12.  #2,l00712,l00712,0,[],aucune-correspondance
L007_12.  #3,l00712,l00712,0,[],aucune-correspondance
L007_12.  #4,l00712,l00712,0,[],aucune-correspondance
LO19_6.  #1,lo196,lo196,0,[],aucune-correspondance
LO19_6.  #2,lo196,lo196,0,[],aucune-correspondance
LO19_6.  #3,lo196,lo196,0,[],aucune-correspondance
LO19_6.  #4,lo196,lo196,0,[],aucune-correspondance
LO21_5.  #1,lo215,lo215,0,[],aucune-correspondance
LO21_5.  #2,lo215,lo215,0,[],aucune-correspondance
LO21_5.  #3,lo215,lo215,0,[],aucune-correspondance
LO21_5.  #4,lo215,lo215,0,[],aucune-correspondance
LO28_6.  #1,lo286,lo286,0,[],aucune-correspondance
LO28_6.  #2,lo286,lo286,0,[],aucune-correspondance
LO28_6.  #3,lo286,lo286,0,[],aucune-correspondance
LO28_6.  #4,lo286,lo286,0,[],aucune-correspondance
MX 25-16 A.  #1,mx2516a,mx2516a,1,"[""7324/25""]",aucune-correspondance
MX 25-16 A.  #2,mx2516a,mx2516a,1,"[""7324/25""]",aucune-correspondance
MX 25-16 A.  #3,mx2516a,mx2516a,1,"[""7324/25""]",aucune-correspondance
MX 25-16 A.  #4,mx2516a,mx2516a,1,"[""7324/25""]",aucune-correspondance
MX 25-16.   #1,mx2516,mx2516,1,"[""7324/25""]",aucune-correspondance
MX 25-16.   #2,mx2516,mx2516,1,"[""7324/25""]",aucune-correspondance
MX 25-16.   #3,mx2516,mx2516,1,"[""7324/25""]",aucune-correspondance
MX 25-16.   #4,mx2516,mx2516,1,"[""7324/25""]",aucune-correspondance
MX 65_6.  #1,mx656,mx656,1,"[""1167/65""]",aucune-correspondance
MX 65_6.  #2,mx656,mx656,1,"[""1167/65""]",aucune-correspondance
MX 65_6.  #3,mx656,mx656,1,"[""1167/65""]",aucune-correspondance
MX 65_6.  #4,mx656,mx656,1,"[""1167/65""]",aucune-correspondance
rim 13.png,rim13,rim13,1,"[""L012/13""]",aucune-correspondance
rim 333.png,rim333,rim333,0,[],aucune-correspondance
rim 54.jpg,rim54,rim54,0,[],aucune-correspondance
Rim 55.jpg,rim55,rim55,1,"[""8338/55""]",aucune-correspondance
Rim 59.png,rim59,rim59,0,[],aucune-correspondance
rim 63.jpg,rim63,rim63,0,[],aucune-correspondance
rim002 (bège).jpg,rim002bege,rim002bege,0,[],aucune-correspondance
rim002 (transparent ).jpg,rim002transparent,rim002,0,[],aucune-correspondance
RL 9270 M.    #1,rl9270m,rl9270m,0,[],aucune-correspondance
RL 9270 M.    #2,rl9270m,rl9270m,0,[],aucune-correspondance
RL 9270 M.    #3,rl9270m,rl9270m,0,[],aucune-correspondance
RL 9270 M.    #4,rl9270m,rl9270m,0,[],aucune-correspondance
SC 11904.jpg,sc11904,sc11904,0,[],aucune-correspondance
SC 126.png,sc126,sc126,0,[],aucune-correspondance
SC 150.png,sc150,sc150,0,[],aucune-correspondance
SC 150_.png,sc150,sc150,0,[],aucune-correspondance
SR 1167_65   #1.png,sr116765,sr116765,3,"[""2450/1"", ""2455/1"", ""2882/1""]",ambigu
SR 1167_65   #2.png,sr116765,sr116765,3,"[""2450/1"", ""2455/1"", ""2882/1""]",ambigu
SR 1167_65   #3.png,sr116765,sr116765,3,"[""2450/1"", ""2455/1"", ""2882/1""]",ambigu
SR 1167_65   #4.png,sr116765,sr116765,3,"[""2450/1"", ""2455/1"", ""2882/1""]",ambigu
SS 016.png,ss016,ss016,0,[],aucune-correspondance
T 2203_black   #1.png,t2203black,t2203,6,"[""2203"", ""2450/2"", ""2455/2"", ""2882/2"", ""8274/2-2"", ""L2203""]",ambigu
T 2203_black   #2.png,t2203black,t2203,6,"[""2203"", ""2450/2"", ""2455/2"", ""2882/2"", ""8274/2-2"", ""L2203""]",ambigu
T 2203_black  #3.png,t2203black,t2203,6,"[""2203"", ""2450/2"", ""2455/2"", ""2882/2"", ""8274/2-2"", ""L2203""]",ambigu
T 2203_black  #4.png,t2203black,t2203,6,"[""2203"", ""2450/2"", ""2455/2"", ""2882/2"", ""8274/2-2"", ""L2203""]",ambigu
T 2203_white.  #1,t2203white,t2203,6,"[""2203"", ""2450/2"", ""2455/2"", ""2882/2"", ""8274/2-2"", ""L2203""]",ambigu
T 2203_white.  #2,t2203white,t2203,6,"[""2203"", ""2450/2"", ""2455/2"", ""2882/2"", ""8274/2-2"", ""L2203""]",ambigu
T 2203_white.  #3,t2203white,t2203,6,"[""2203"", ""2450/2"", ""2455/2"", ""2882/2"", ""8274/2-2"", ""L2203""]",ambigu
T 2203_white.  #4,t2203white,t2203,6,"[""2203"", ""2450/2"", ""2455/2"", ""2882/2"", ""8274/2-2"", ""L2203""]",ambigu
Unknown.jpg,unknown,unknown,0,[],aucune-correspondance
Unknown_.png,unknown,unknown,0,[],aucune-correspondance
